Begin to read solar wind speed, IMF, AE and Dst
F16, 2011-097, 38528
F16, 2011-097, 38529
F16, 2011-097, 38530
F16, 2011-097, 38532
F16, 2011-097, 38533
F16, 2011-097, 38535
F16, 2011-097, 38536
F16, 2011-097, 38537
F16, 2011-097, 38538
F16, 2011-098, 38539
F16, 2011-098, 38540
F16, 2011-098, 38541
F16, 2011-098, 38542
F16, 2011-098, 38543
F16, 2011-098, 38544
F16, 2011-098, 38546
F16, 2011-098, 38547
F16, 2011-098, 38548
F16, 2011-098, 38550
F16, 2011-098, 38551
F16, 2011-098, 38552
F16, 2011-099, 38553
F16, 2011-099, 38554
F16, 2011-099, 38555
F16, 2011-099, 38556
F16, 2011-099, 38558
F16, 2011-099, 38560
F16, 2011-099, 38561
F16, 2011-099, 38562
F16, 2011-099, 38563
F16, 2011-099, 38564
F16, 2011-099, 38565
F16, 2011-099, 38566
F16, 2011-100, 38567
F16, 2011-100, 38568
F16, 2011-100, 38569
F16, 2011-100, 38570
F16, 2011-100, 38572
F16, 2011-100, 38573
F16, 2011-100, 38575
F16, 2011-100, 38576
F16, 2011-100, 38577
F16, 2011-100, 38578
F16, 2011-101, 38582
F16, 2011-101, 38583
F16, 2011-101, 38584
F16, 2011-101, 38586
F16, 2011-101, 38587
F16, 2011-101, 38589
F16, 2011-101, 38590
F16, 2011-101, 38591
F16, 2011-101, 38592
F16, 2011-101, 38593
F16, 2011-101, 38594
F16, 2011-101, 38595
F16, 2011-102, 38596
F16, 2011-102, 38597
F16, 2011-102, 38598
F16, 2011-102, 38599
F16, 2011-102, 38600
F16, 2011-102, 38601
F16, 2011-102, 38603
F16, 2011-102, 38604
F16, 2011-102, 38605
F16, 2011-102, 38606
F16, 2011-102, 38607
F16, 2011-102, 38608
F16, 2011-102, 38609
F16, 2011-103, 38610
F16, 2011-103, 38611
F16, 2011-103, 38613
F16, 2011-103, 38614
F16, 2011-103, 38615
F16, 2011-103, 38617
F16, 2011-103, 38618
F16, 2011-103, 38619
F16, 2011-103, 38621
F16, 2011-103, 38622
F16, 2011-103, 38623
F16, 2011-104, 38624
F16, 2011-104, 38625
F16, 2011-104, 38626
F16, 2011-104, 38627
F16, 2011-104, 38628
F16, 2011-104, 38629
F16, 2011-104, 38631
F16, 2011-104, 38632
F16, 2011-104, 38633
F16, 2011-104, 38634
F16, 2011-104, 38635
F16, 2011-104, 38636
F16, 2011-104, 38637
F16, 2011-105, 38638
F16, 2011-105, 38639
F16, 2011-105, 38640
F16, 2011-105, 38642
F16, 2011-105, 38643
F16, 2011-105, 38645
F16, 2011-105, 38648
F16, 2011-105, 38649
F16, 2011-105, 38650
F16, 2011-106, 38653
F16, 2011-106, 38654
F16, 2011-106, 38655
F16, 2011-106, 38656
F16, 2011-106, 38657
F16, 2011-106, 38659
F16, 2011-106, 38660
F16, 2011-106, 38661
F16, 2011-106, 38662
F16, 2011-106, 38663
F16, 2011-106, 38664
F16, 2011-106, 38665
F16, 2011-107, 38666
F16, 2011-107, 38667
F16, 2011-107, 38668
F16, 2011-107, 38669
F16, 2011-107, 38670
F16, 2011-107, 38671
F16, 2011-107, 38673
F16, 2011-107, 38674
F16, 2011-107, 38675
F16, 2011-107, 38676
F16, 2011-107, 38677
F16, 2011-107, 38678
F16, 2011-107, 38679
F16, 2011-108, 38680
F16, 2011-108, 38681
F16, 2011-108, 38682
F16, 2011-108, 38683
F16, 2011-108, 38685
F16, 2011-108, 38686
F16, 2011-108, 38688
F16, 2011-108, 38689
F16, 2011-108, 38690
F16, 2011-108, 38691
F16, 2011-109, 38695
F16, 2011-109, 38696
F16, 2011-109, 38697
F16, 2011-109, 38700
F16, 2011-109, 38702
F16, 2011-109, 38704
F16, 2011-109, 38705
F16, 2011-109, 38706
F16, 2011-109, 38707
F16, 2011-109, 38708
F16, 2011-110, 38709
F16, 2011-110, 38710
F16, 2011-110, 38711
F16, 2011-110, 38713
F16, 2011-110, 38715
F16, 2011-110, 38716
F16, 2011-110, 38717
F16, 2011-110, 38718
F16, 2011-110, 38719
F16, 2011-110, 38720
F16, 2011-110, 38722
F16, 2011-111, 38723
F16, 2011-111, 38724
F16, 2011-111, 38725
F16, 2011-111, 38726
F16, 2011-111, 38727
F16, 2011-111, 38728
F16, 2011-111, 38730
F16, 2011-111, 38731
F16, 2011-111, 38732
F16, 2011-111, 38733
F16, 2011-111, 38734
F16, 2011-111, 38735
F16, 2011-111, 38736
F16, 2011-112, 38737
F16, 2011-112, 38738
F16, 2011-112, 38739
F16, 2011-112, 38740
F16, 2011-112, 38741
F16, 2011-112, 38742
F16, 2011-112, 38744
F16, 2011-112, 38745
F16, 2011-112, 38746
F16, 2011-112, 38747
F16, 2011-112, 38748
F16, 2011-112, 38749
F16, 2011-112, 38750
F16, 2011-113, 38751
F16, 2011-113, 38752
F16, 2011-113, 38753
F16, 2011-113, 38754
F16, 2011-113, 38756
F16, 2011-113, 38757
F16, 2011-113, 38758
F16, 2011-113, 38759
F16, 2011-113, 38760
F16, 2011-113, 38761
F16, 2011-113, 38762
F16, 2011-113, 38763
F16, 2011-113, 38764
F16, 2011-114, 38765
F16, 2011-114, 38766
F16, 2011-114, 38767
F16, 2011-114, 38768
F16, 2011-114, 38769
F16, 2011-114, 38770
F16, 2011-114, 38772
F16, 2011-114, 38773
F16, 2011-114, 38774
F16, 2011-114, 38775
F16, 2011-114, 38776
F16, 2011-114, 38777
F16, 2011-115, 38780
F16, 2011-115, 38781
F16, 2011-115, 38782
F16, 2011-115, 38783
F16, 2011-115, 38784
F16, 2011-115, 38786
F16, 2011-115, 38787
F16, 2011-115, 38788
F16, 2011-115, 38789
F16, 2011-116, 38801
F16, 2011-116, 38793
F16, 2011-116, 38794
F16, 2011-116, 38795
F16, 2011-116, 38796
F16, 2011-116, 38798
F16, 2011-116, 38799
F16, 2011-116, 38802
F16, 2011-116, 38803
F16, 2011-116, 38804
F16, 2011-116, 38805
F16, 2011-116, 38806
F16, 2011-117, 38808
F16, 2011-117, 38809
F16, 2011-117, 38810
F16, 2011-117, 38812
F16, 2011-117, 38813
F16, 2011-117, 38815
F16, 2011-117, 38816
F16, 2011-117, 38817
F16, 2011-117, 38818
F16, 2011-117, 38819
F16, 2011-117, 38820
F16, 2011-117, 38821
F16, 2011-118, 38822
F16, 2011-118, 38823
F16, 2011-118, 38824
F16, 2011-118, 38825
F16, 2011-118, 38826
F16, 2011-118, 38827
F16, 2011-118, 38829
F16, 2011-118, 38830
F16, 2011-118, 38831
F16, 2011-118, 38832
F16, 2011-118, 38833
F16, 2011-118, 38834
F16, 2011-118, 38835
F16, 2011-119, 38836
F16, 2011-119, 38837
F16, 2011-119, 38838
F16, 2011-119, 38839
F16, 2011-119, 38840
F16, 2011-119, 38841
F16, 2011-119, 38843
F16, 2011-119, 38844
F16, 2011-119, 38845
F16, 2011-119, 38846
F16, 2011-119, 38848
F16, 2011-119, 38849
F16, 2011-120, 38850
F16, 2011-120, 38851
F16, 2011-120, 38852
F16, 2011-120, 38853
F16, 2011-120, 38854
F16, 2011-120, 38855
F16, 2011-120, 38857
F16, 2011-120, 38858
F16, 2011-120, 38859
F16, 2011-120, 38860
F16, 2011-120, 38861
F16, 2011-120, 38862
F16, 2011-120, 38863
F16, 2011-121, 38864
F16, 2011-121, 38865
F16, 2011-121, 38866
F16, 2011-121, 38869
F16, 2011-121, 38871
F16, 2011-121, 38872
F16, 2011-121, 38873
F16, 2011-121, 38874
F16, 2011-121, 38875
F16, 2011-121, 38876
F16, 2011-121, 38877
F16, 2011-122, 38878
F16, 2011-122, 38879
F16, 2011-122, 38880
F16, 2011-122, 38881
F16, 2011-122, 38882
F16, 2011-122, 38883
F16, 2011-122, 38885
F16, 2011-122, 38887
F16, 2011-122, 38888
F16, 2011-122, 38889
F16, 2011-122, 38890
F16, 2011-122, 38891
F16, 2011-123, 38892
F16, 2011-123, 38893
F16, 2011-123, 38894
F16, 2011-123, 38895
F16, 2011-123, 38897
F16, 2011-123, 38901
F16, 2011-123, 38902
F16, 2011-123, 38903
F16, 2011-123, 38905
F16, 2011-124, 38914
F16, 2011-124, 38906
F16, 2011-124, 38907
F16, 2011-124, 38908
F16, 2011-124, 38909
F16, 2011-124, 38911
F16, 2011-124, 38913
F16, 2011-124, 38915
F16, 2011-124, 38916
F16, 2011-124, 38917
F16, 2011-124, 38918
F16, 2011-124, 38919
F16, 2011-125, 38921
F16, 2011-125, 38922
F16, 2011-125, 38923
F16, 2011-125, 38924
F16, 2011-125, 38925
F16, 2011-125, 38926
F16, 2011-125, 38928
F16, 2011-125, 38929
F16, 2011-125, 38930
F16, 2011-125, 38931
F16, 2011-125, 38932
F16, 2011-125, 38933
F16, 2011-125, 38934
F16, 2011-126, 38935
F16, 2011-126, 38936
F16, 2011-126, 38937
F16, 2011-126, 38940
F16, 2011-126, 38942
F16, 2011-126, 38943
F16, 2011-126, 38944
F16, 2011-126, 38945
F16, 2011-126, 38946
F16, 2011-126, 38947
F16, 2011-126, 38948
F16, 2011-127, 38949
F16, 2011-127, 38950
F16, 2011-127, 38951
F16, 2011-127, 38952
F16, 2011-127, 38953
F16, 2011-127, 38954
F16, 2011-127, 38956
F16, 2011-127, 38957
F16, 2011-127, 38958
F16, 2011-127, 38959
F16, 2011-127, 38962
F16, 2011-128, 38963
F16, 2011-128, 38964
F16, 2011-128, 38965
F16, 2011-128, 38966
F16, 2011-128, 38967
F16, 2011-128, 38968
F16, 2011-128, 38970
F16, 2011-128, 38971
F16, 2011-128, 38972
F16, 2011-128, 38973
F16, 2011-128, 38974
F16, 2011-128, 38975
F16, 2011-129, 38978
F16, 2011-129, 38979
F16, 2011-129, 38980
F16, 2011-129, 38981
F16, 2011-129, 38983
F16, 2011-129, 38984
F16, 2011-129, 38985
F16, 2011-129, 38986
F16, 2011-129, 38987
F16, 2011-129, 38988
F16, 2011-129, 38989
F16, 2011-129, 38990
F16, 2011-130, 38991
F16, 2011-130, 38992
F16, 2011-130, 38993
F16, 2011-130, 38994
F16, 2011-130, 38995
F16, 2011-130, 38996
F16, 2011-130, 39000
F16, 2011-130, 39001
F16, 2011-130, 39002
F16, 2011-131, 39013
F16, 2011-131, 39005
F16, 2011-131, 39006
F16, 2011-131, 39007
F16, 2011-131, 39008
F16, 2011-131, 39009
F16, 2011-131, 39010
F16, 2011-131, 39012
F16, 2011-131, 39015
F16, 2011-131, 39016
F16, 2011-131, 39018
F16, 2011-132, 39019
F16, 2011-132, 39020
F16, 2011-132, 39021
F16, 2011-132, 39027
F16, 2011-132, 39028
F16, 2011-132, 39029
F16, 2011-132, 39030
F16, 2011-132, 39031
F16, 2011-132, 39032
F16, 2011-133, 39034
F16, 2011-133, 39035
F16, 2011-133, 39036
F16, 2011-133, 39038
F16, 2011-133, 39039
F16, 2011-133, 39041
F16, 2011-133, 39042
F16, 2011-133, 39043
F16, 2011-133, 39044
F16, 2011-133, 39045
F16, 2011-133, 39046
F16, 2011-133, 39047
F16, 2011-134, 39048
F16, 2011-134, 39049
F16, 2011-134, 39050
F16, 2011-134, 39051
F16, 2011-134, 39052
F16, 2011-134, 39054
F16, 2011-134, 39055
F16, 2011-134, 39056
F16, 2011-134, 39057
F16, 2011-134, 39058
F16, 2011-134, 39059
F16, 2011-134, 39060
F16, 2011-134, 39061
F16, 2011-135, 39062
F16, 2011-135, 39063
F16, 2011-135, 39064
F16, 2011-135, 39066
F16, 2011-135, 39070
F16, 2011-135, 39071
F16, 2011-135, 39072
F16, 2011-135, 39073
F16, 2011-135, 39074
F16, 2011-135, 39075
F16, 2011-136, 39076
F16, 2011-136, 39077
F16, 2011-136, 39078
F16, 2011-136, 39080
F16, 2011-136, 39082
F16, 2011-136, 39083
F16, 2011-136, 39084
F16, 2011-136, 39085
F16, 2011-136, 39088
F16, 2011-136, 39089
F16, 2011-137, 39090
F16, 2011-137, 39091
F16, 2011-137, 39092
F16, 2011-137, 39093
F16, 2011-137, 39095
F16, 2011-137, 39096
F16, 2011-137, 39097
F16, 2011-137, 39098
F16, 2011-137, 39099
F16, 2011-137, 39100
F16, 2011-137, 39101
F16, 2011-137, 39102
F16, 2011-137, 39103
F16, 2011-138, 39104
F16, 2011-138, 39105
F16, 2011-138, 39106
F16, 2011-138, 39107
F16, 2011-138, 39108
F16, 2011-138, 39109
F16, 2011-138, 39111
F16, 2011-138, 39112
F16, 2011-138, 39113
F16, 2011-138, 39114
F16, 2011-138, 39117
F16, 2011-139, 39120
F16, 2011-139, 39125
F16, 2011-139, 39129
F16, 2011-140, 39133
F16, 2011-140, 39134
F16, 2011-140, 39135
F16, 2011-140, 39140
F16, 2011-140, 39141
F16, 2011-140, 39142
F16, 2011-140, 39143
F16, 2011-140, 39145
F16, 2011-140, 39146
F16, 2011-141, 39147
F16, 2011-141, 39148
F16, 2011-141, 39149
F16, 2011-141, 39151
F16, 2011-141, 39155
F16, 2011-141, 39156
F16, 2011-141, 39157
F16, 2011-141, 39158
F16, 2011-141, 39159
F16, 2011-141, 39160
F16, 2011-142, 39168
F16, 2011-142, 39161
F16, 2011-142, 39162
F16, 2011-142, 39163
F16, 2011-142, 39164
F16, 2011-142, 39169
F16, 2011-142, 39170
F16, 2011-142, 39171
F16, 2011-142, 39173
F16, 2011-142, 39174
F16, 2011-143, 39175
F16, 2011-143, 39176
F16, 2011-143, 39177
F16, 2011-143, 39179
F16, 2011-143, 39180
F16, 2011-143, 39182
F16, 2011-143, 39183
F16, 2011-143, 39184
F16, 2011-143, 39185
F16, 2011-143, 39186
F16, 2011-143, 39187
F16, 2011-143, 39188
F16, 2011-144, 39189
F16, 2011-144, 39190
F16, 2011-144, 39191
F16, 2011-144, 39194
F16, 2011-144, 39196
F16, 2011-144, 39197
F16, 2011-144, 39198
F16, 2011-144, 39199
F16, 2011-144, 39200
F16, 2011-144, 39201
F16, 2011-144, 39202
F16, 2011-145, 39203
F16, 2011-145, 39204
F16, 2011-145, 39205
F16, 2011-145, 39206
F16, 2011-145, 39207
F16, 2011-145, 39208
F16, 2011-145, 39210
F16, 2011-145, 39211
F16, 2011-145, 39212
F16, 2011-145, 39213
F16, 2011-145, 39214
F16, 2011-145, 39215
F16, 2011-145, 39216
F16, 2011-146, 39217
F16, 2011-146, 39218
F16, 2011-146, 39219
F16, 2011-146, 39221
F16, 2011-146, 39222
F16, 2011-146, 39223
F16, 2011-146, 39224
F16, 2011-146, 39225
F16, 2011-146, 39226
F16, 2011-146, 39227
F16, 2011-146, 39228
F16, 2011-146, 39229
F16, 2011-146, 39230
F16, 2011-147, 39231
F16, 2011-147, 39232
F16, 2011-147, 39233
F16, 2011-147, 39234
F16, 2011-147, 39235
F16, 2011-147, 39236
F16, 2011-147, 39238
F16, 2011-147, 39239
F16, 2011-147, 39240
F16, 2011-147, 39241
F16, 2011-147, 39242
F16, 2011-147, 39243
F16, 2011-147, 39244
F16, 2011-148, 39253
F16, 2011-148, 39245
F16, 2011-148, 39246
F16, 2011-148, 39247
F16, 2011-148, 39248
F16, 2011-148, 39250
F16, 2011-148, 39251
F16, 2011-148, 39252
F16, 2011-148, 39254
F16, 2011-148, 39255
F16, 2011-148, 39256
F16, 2011-148, 39257
F16, 2011-148, 39258
F16, 2011-149, 39260
F16, 2011-149, 39261
F16, 2011-149, 39262
F16, 2011-149, 39264
F16, 2011-149, 39265
F16, 2011-149, 39267
F16, 2011-149, 39268
F16, 2011-149, 39269
F16, 2011-149, 39270
F16, 2011-149, 39271
F16, 2011-149, 39272
F16, 2011-149, 39273
F16, 2011-150, 39274
F16, 2011-150, 39275
F16, 2011-150, 39278
F16, 2011-150, 39279
F16, 2011-150, 39281
F16, 2011-150, 39282
F16, 2011-150, 39283
F16, 2011-150, 39284
F16, 2011-150, 39285
F16, 2011-150, 39286
F16, 2011-150, 39287
F16, 2011-151, 39288
F16, 2011-151, 39289
F16, 2011-151, 39290
F16, 2011-151, 39291
F16, 2011-151, 39292
F16, 2011-151, 39293
F16, 2011-151, 39295
F16, 2011-151, 39296
F16, 2011-151, 39297
F16, 2011-151, 39299
F16, 2011-151, 39300
F16, 2011-151, 39301
F16, 2011-152, 39302
F16, 2011-152, 39303
F16, 2011-152, 39304
F16, 2011-152, 39305
F16, 2011-152, 39307
F16, 2011-152, 39308
F16, 2011-152, 39309
F16, 2011-152, 39310
F16, 2011-152, 39312
F16, 2011-152, 39313
F16, 2011-152, 39314
F16, 2011-152, 39315
F16, 2011-153, 39316
F16, 2011-153, 39317
F16, 2011-153, 39318
F16, 2011-153, 39320
F16, 2011-153, 39321
F16, 2011-153, 39323
F16, 2011-153, 39324
F16, 2011-153, 39325
F16, 2011-153, 39326
F16, 2011-154, 39330
F16, 2011-154, 39331
F16, 2011-154, 39332
F16, 2011-154, 39333
F16, 2011-154, 39334
F16, 2011-154, 39335
F16, 2011-154, 39337
F16, 2011-154, 39338
F16, 2011-154, 39339
F16, 2011-154, 39340
F16, 2011-154, 39341
F16, 2011-154, 39342
F16, 2011-154, 39343
F16, 2011-155, 39344
F16, 2011-155, 39345
F16, 2011-155, 39346
F16, 2011-155, 39347
F16, 2011-155, 39348
F16, 2011-155, 39349
F16, 2011-155, 39351
F16, 2011-155, 39352
F16, 2011-155, 39353
F16, 2011-155, 39354
F16, 2011-155, 39355
F16, 2011-155, 39356
F16, 2011-155, 39357
F16, 2011-156, 39366
F16, 2011-156, 39358
F16, 2011-156, 39359
F16, 2011-156, 39360
F16, 2011-156, 39361
F16, 2011-156, 39363
F16, 2011-156, 39364
F16, 2011-156, 39367
F16, 2011-156, 39368
F16, 2011-156, 39369
F16, 2011-156, 39370
F16, 2011-156, 39371
F16, 2011-156, 39372
F16, 2011-157, 39374
F16, 2011-157, 39375
F16, 2011-157, 39377
F16, 2011-157, 39379
F16, 2011-157, 39380
F16, 2011-157, 39381
F16, 2011-157, 39382
F16, 2011-157, 39383
F16, 2011-157, 39384
F16, 2011-157, 39385
F16, 2011-157, 39386
F16, 2011-158, 39387
F16, 2011-158, 39388
F16, 2011-158, 39390
F16, 2011-158, 39391
F16, 2011-158, 39393
F16, 2011-158, 39394
F16, 2011-158, 39395
F16, 2011-158, 39396
F16, 2011-158, 39397
F16, 2011-158, 39398
F16, 2011-158, 39399
F16, 2011-158, 39400
F16, 2011-159, 39401
F16, 2011-159, 39402
F16, 2011-159, 39403
F16, 2011-159, 39405
F16, 2011-159, 39407
F16, 2011-159, 39408
F16, 2011-159, 39409
F16, 2011-159, 39410
F16, 2011-159, 39411
F16, 2011-159, 39412
F16, 2011-159, 39413
F16, 2011-159, 39414
F16, 2011-160, 39417
F16, 2011-160, 39423
F16, 2011-160, 39424
F16, 2011-161, 39430
F16, 2011-161, 39431
F16, 2011-161, 39433
F16, 2011-161, 39434
F16, 2011-161, 39436
F16, 2011-161, 39437
F16, 2011-161, 39438
F16, 2011-161, 39439
F16, 2011-161, 39442
F16, 2011-162, 39443
F16, 2011-162, 39445
F16, 2011-162, 39446
F16, 2011-162, 39447
F16, 2011-162, 39449
F16, 2011-162, 39450
F16, 2011-162, 39451
F16, 2011-162, 39452
F16, 2011-162, 39453
F16, 2011-162, 39455
F16, 2011-162, 39456
F16, 2011-163, 39457
F16, 2011-163, 39458
F16, 2011-163, 39459
F16, 2011-163, 39460
F16, 2011-163, 39462
F16, 2011-163, 39464
F16, 2011-163, 39465
F16, 2011-163, 39466
F16, 2011-163, 39467
F16, 2011-163, 39468
F16, 2011-163, 39470
F16, 2011-164, 39479
F16, 2011-164, 39471
F16, 2011-164, 39472
F16, 2011-164, 39473
F16, 2011-164, 39476
F16, 2011-164, 39477
F16, 2011-164, 39480
F16, 2011-164, 39481
F16, 2011-164, 39483
F16, 2011-164, 39484
F16, 2011-164, 39485
F16, 2011-165, 39487
F16, 2011-165, 39490
F16, 2011-165, 39491
F16, 2011-165, 39494
F16, 2011-165, 39499
F16, 2011-166, 39500
F16, 2011-166, 39501
F16, 2011-166, 39502
F16, 2011-166, 39504
F16, 2011-166, 39505
F16, 2011-166, 39507
F16, 2011-166, 39508
F16, 2011-166, 39509
F16, 2011-166, 39510
F16, 2011-166, 39512
F16, 2011-166, 39513
F16, 2011-167, 39514
F16, 2011-167, 39518
F16, 2011-167, 39519
F16, 2011-167, 39521
F16, 2011-167, 39522
F16, 2011-167, 39523
F16, 2011-167, 39524
F16, 2011-167, 39525
F16, 2011-167, 39526
F16, 2011-167, 39527
F16, 2011-168, 39528
F16, 2011-168, 39529
F16, 2011-168, 39530
F16, 2011-168, 39533
F16, 2011-168, 39535
F16, 2011-168, 39536
F16, 2011-168, 39537
F16, 2011-168, 39538
F16, 2011-168, 39539
F16, 2011-168, 39540
F16, 2011-168, 39541
F16, 2011-169, 39542
F16, 2011-169, 39543
F16, 2011-169, 39544
F16, 2011-169, 39546
F16, 2011-169, 39547
F16, 2011-169, 39549
F16, 2011-169, 39550
F16, 2011-169, 39551
F16, 2011-169, 39552
F16, 2011-169, 39554
F16, 2011-169, 39555
F16, 2011-170, 39556
F16, 2011-170, 39557
F16, 2011-170, 39558
F16, 2011-170, 39559
F16, 2011-170, 39561
F16, 2011-170, 39563
F16, 2011-170, 39564
F16, 2011-170, 39565
F16, 2011-170, 39566
F16, 2011-170, 39567
F16, 2011-170, 39569
F16, 2011-171, 39570
F16, 2011-171, 39571
F16, 2011-171, 39572
F16, 2011-171, 39573
F16, 2011-171, 39575
F16, 2011-171, 39577
F16, 2011-171, 39578
F16, 2011-171, 39579
F16, 2011-172, 39585
F16, 2011-172, 39586
F16, 2011-172, 39589
F16, 2011-172, 39590
F16, 2011-172, 39592
F16, 2011-172, 39593
F16, 2011-172, 39594
F16, 2011-172, 39595
F16, 2011-172, 39597
F16, 2011-172, 39598
F16, 2011-173, 39599
F16, 2011-173, 39600
F16, 2011-173, 39603
F16, 2011-173, 39605
F16, 2011-173, 39606
F16, 2011-173, 39609
F16, 2011-173, 39611
F16, 2011-174, 39613
F16, 2011-174, 39614
F16, 2011-174, 39618
F16, 2011-174, 39620
F16, 2011-174, 39621
F16, 2011-174, 39622
F16, 2011-174, 39623
F16, 2011-174, 39625
F16, 2011-174, 39626
F16, 2011-175, 39627
F16, 2011-175, 39628
F16, 2011-175, 39629
F16, 2011-175, 39632
F16, 2011-175, 39634
F16, 2011-175, 39635
F16, 2011-175, 39636
F16, 2011-175, 39637
F16, 2011-175, 39638
F16, 2011-175, 39640
F16, 2011-176, 39641
F16, 2011-176, 39642
F16, 2011-176, 39643
F16, 2011-176, 39646
F16, 2011-176, 39648
F16, 2011-176, 39649
F16, 2011-176, 39650
F16, 2011-176, 39654
F16, 2011-177, 39655
F16, 2011-177, 39656
F16, 2011-177, 39657
F16, 2011-177, 39658
F16, 2011-177, 39660
F16, 2011-177, 39662
F16, 2011-177, 39663
F16, 2011-177, 39664
F16, 2011-177, 39665
F16, 2011-177, 39667
F16, 2011-177, 39668
F16, 2011-178, 39669
F16, 2011-178, 39670
F16, 2011-178, 39671
F16, 2011-178, 39674
F16, 2011-178, 39676
F16, 2011-178, 39677
F16, 2011-178, 39678
F16, 2011-178, 39679
F16, 2011-178, 39681
F16, 2011-178, 39682
F16, 2011-179, 39683
F16, 2011-179, 39684
F16, 2011-179, 39685
F16, 2011-179, 39688
F16, 2011-179, 39690
F16, 2011-179, 39691
F16, 2011-179, 39692
F16, 2011-179, 39693
F16, 2011-179, 39694
F16, 2011-179, 39696
F16, 2011-180, 39705
F16, 2011-180, 39697
F16, 2011-180, 39698
F16, 2011-180, 39699
F16, 2011-180, 39700
F16, 2011-180, 39702
F16, 2011-180, 39703
F16, 2011-180, 39706
F16, 2011-180, 39707
F16, 2011-180, 39708
F16, 2011-180, 39710
F16, 2011-181, 39712
F16, 2011-181, 39713
F16, 2011-181, 39714
F16, 2011-181, 39716
F16, 2011-181, 39718
F16, 2011-181, 39719
F16, 2011-181, 39723
F16, 2011-181, 39724
F16, 2011-181, 39725
F16, 2011-182, 39726
F16, 2011-182, 39727
F16, 2011-182, 39728
F16, 2011-182, 39731
F16, 2011-182, 39732
F16, 2011-182, 39733
F16, 2011-182, 39734
F16, 2011-182, 39735
F16, 2011-182, 39736
F16, 2011-182, 39737
F16, 2011-182, 39738
F16, 2011-182, 39739
F16, 2011-183, 39740
F16, 2011-183, 39741
F16, 2011-183, 39742
F16, 2011-183, 39745
F16, 2011-183, 39747
F16, 2011-183, 39748
F16, 2011-183, 39749
F16, 2011-183, 39750
F16, 2011-183, 39751
F16, 2011-183, 39752
F16, 2011-183, 39753
F16, 2011-184, 39754
F16, 2011-184, 39758
F16, 2011-184, 39759
F16, 2011-184, 39761
F16, 2011-184, 39763
F16, 2011-184, 39764
F16, 2011-184, 39765
F16, 2011-184, 39766
F16, 2011-184, 39767
F16, 2011-185, 39768
F16, 2011-185, 39769
F16, 2011-185, 39770
F16, 2011-185, 39775
F16, 2011-185, 39776
F16, 2011-185, 39777
F16, 2011-185, 39778
F16, 2011-185, 39779
F16, 2011-185, 39780
F16, 2011-185, 39781
F16, 2011-186, 39782
F16, 2011-186, 39783
F16, 2011-186, 39784
F16, 2011-186, 39785
F16, 2011-186, 39787
F16, 2011-186, 39789
F16, 2011-186, 39790
F16, 2011-186, 39791
F16, 2011-186, 39792
F16, 2011-186, 39794
F16, 2011-186, 39795
F16, 2011-187, 39796
F16, 2011-187, 39797
F16, 2011-187, 39798
F16, 2011-187, 39799
F16, 2011-187, 39801
F16, 2011-187, 39802
F16, 2011-187, 39803
F16, 2011-187, 39804
F16, 2011-187, 39805
F16, 2011-187, 39806
F16, 2011-187, 39807
F16, 2011-187, 39808
F16, 2011-187, 39809
F16, 2011-188, 39818
F16, 2011-188, 39810
F16, 2011-188, 39811
F16, 2011-188, 39812
F16, 2011-188, 39813
F16, 2011-188, 39816
F16, 2011-188, 39819
F16, 2011-188, 39820
F16, 2011-188, 39821
F16, 2011-188, 39823
F16, 2011-188, 39824
F16, 2011-189, 39825
F16, 2011-189, 39826
F16, 2011-189, 39829
F16, 2011-189, 39830
F16, 2011-189, 39833
F16, 2011-189, 39835
F16, 2011-189, 39836
F16, 2011-189, 39838
F16, 2011-190, 39839
F16, 2011-190, 39840
F16, 2011-190, 39841
F16, 2011-190, 39844
F16, 2011-190, 39847
F16, 2011-190, 39848
F16, 2011-190, 39849
F16, 2011-190, 39851
F16, 2011-190, 39852
F16, 2011-191, 39853
F16, 2011-191, 39854
F16, 2011-191, 39855
F16, 2011-191, 39861
F16, 2011-191, 39862
F16, 2011-191, 39863
F16, 2011-191, 39864
F16, 2011-191, 39865
F16, 2011-191, 39866
F16, 2011-192, 39867
F16, 2011-192, 39868
F16, 2011-192, 39872
F16, 2011-192, 39873
F16, 2011-192, 39874
F16, 2011-192, 39875
F16, 2011-192, 39876
F16, 2011-192, 39877
F16, 2011-192, 39878
F16, 2011-192, 39879
F16, 2011-192, 39880
F16, 2011-193, 39881
F16, 2011-193, 39882
F16, 2011-193, 39883
F16, 2011-193, 39888
F16, 2011-193, 39889
F16, 2011-193, 39890
F16, 2011-193, 39891
F16, 2011-193, 39892
F16, 2011-193, 39894
F16, 2011-194, 39895
F16, 2011-194, 39896
F16, 2011-194, 39897
F16, 2011-194, 39898
F16, 2011-194, 39900
F16, 2011-194, 39901
F16, 2011-194, 39902
F16, 2011-194, 39903
F16, 2011-194, 39904
F16, 2011-194, 39905
F16, 2011-194, 39907
F16, 2011-194, 39908
F16, 2011-195, 39909
F16, 2011-195, 39910
F16, 2011-195, 39911
F16, 2011-195, 39912
F16, 2011-195, 39914
F16, 2011-195, 39915
F16, 2011-195, 39917
F16, 2011-195, 39918
F16, 2011-195, 39919
